title,link,address,description,price,sq_ft,date,seller,image,bed,type,lat_lon,lat,lon,nres
Office for sale,https://www.rightmove.co.uk/properties/123682289#/?channel=COM_BUY,"Norwood House, 9 Dyke Road, Brighton, BN1 3FE","FOR SALE / TO LET - Retail / Office Building
OIRO £1,650,000 FH",1650000.0,4673,,"Newlands Property, Newlands Commercial Limited",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/250k/249185/123682289/249185_102729-1_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Hotel for sale,https://www.rightmove.co.uk/properties/123682289#/?channel=COM_BUY,"The White House, 6 Bedford Street, Brighton, East Sussex, BN2","Freehold Guest House
Well presented and profitable guest house business
FOR SALE",1350000.0,,,"Flude Property Consultants, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94339/126727892/94339_4187FH_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Office for sale,https://www.rightmove.co.uk/properties/126727892#/?channel=COM_BUY,"Unit 1 & 2, Hunns Mere Way, Woodingdean, Brighton, BN2 6AH",For Sale - Two storey self - contained commercial building with 16 car spaces,1250000.0,5078,,"Vail Williams, Crawley",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62913/125183828/62913_110220-1_IMG_08_0001_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Office for sale,https://www.rightmove.co.uk/properties/126727892#/?channel=COM_BUY,"Unit 1 & 2 Hunns Mere Way, Brighton, East Sussex, BN2","Two storey self-contained commercial building with 16 car parking spaces
Size 5,078 sq ft / 471.76 sq m Offers in Excess of £1,250,000",1250000.0,5078,,"Flude Property Consultants, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94339/125267855/94339_4152FH_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Commercial property for sale,https://www.rightmove.co.uk/properties/125183828#/?channel=COM_BUY,"51 Norfolk Square, Brighton, East Sussex, BN1","Investment / Development Opportunity
Ground & lower ground restaurant investment.
Self contained upper floors with planning consent to convert to 3 x studio flats",900000.0,2040,,"Flude Property Consultants, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94339/124528205/94339_4129FH_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Mixed use for sale,https://www.rightmove.co.uk/properties/125183828#/?channel=COM_BUY,"3 Islingword Road, Brighton, BN2 9SE","Freehold Shop & Flat Investment OIRO £550,000",550000.0,1496,,"Newlands Property, Newlands Commercial Limited",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/250k/249185/85870284/249185_115517-1_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Mixed use for sale,https://www.rightmove.co.uk/properties/125267855#/?channel=COM_BUY,"85-85A Preston Street, Brighton, BN1 2HG","Freehold Shop & Maisonette Investment ORIO £500,000",500000.0,1011,,"Newlands Property, Newlands Commercial Limited",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/250k/249185/126586448/249185_115513-1_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Takeaway for sale,https://www.rightmove.co.uk/properties/125267855#/?channel=COM_BUY,"The Market Diner, East Sussex",For sale here is a well-established diner and takeaway in Brighton offering no-frills home-cooked food to a huge range of customers. This is a unique opportunity in terms of the business itself and also the timing of it coming up for sale. Any potential buyer can pick up this business whi...,180000.0,,,"Intelligent Business Partners Ltd, National",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67275/123698687/67275_67275-04998_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Convenience store for sale,https://www.rightmove.co.uk/properties/124528205#/?channel=COM_BUY,"1 Dyke Road, East Sussex","The business for sale is a popular convenience store located in the centre of Brighton, offering tobacco products, alcohol, drinks, confectionery, ice cream and a small selection of other products.   Trading since 1999, the store has been providing commuters, passers by and locals with essentia...",60000.0,,,"Intelligent Business Partners Ltd, National",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67275/119816507/67275_67275-R07542_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Commercial property for sale,https://www.rightmove.co.uk/properties/124528205#/?channel=COM_BUY,"Telephone Kiosk, 1 & 2 outside 30 New Road, East Sussex, BN1 1BN","To be sold via an online auction. For further information, viewing times and legal documentation, please visit bidx1.com.",40000.0,,,"BidX1 Commercial, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/205k/204266/128248427/204266_62544_IMG_00_0001_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Cafe for sale,https://www.rightmove.co.uk/properties/85870284#/?channel=COM_BUY,"92C Trafalgar Street,, East Sussex","The business for sale is a successful and popular sandwich shop in an ideal location in East Sussex. The business offers delicious and fresh sandwiches, with a range of hot and cold fillings, which are ideal for a lunch break or quick snack. They have grown an enviable reputation within the l...",35000.0,,,"Intelligent Business Partners Ltd, National",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67275/85686855/67275_67275-INT2094_IMG_02_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Retail property (high street) for sale,https://www.rightmove.co.uk/properties/85870284#/?channel=COM_BUY,"53 Gardner Street, Brighton","The property comprises a fitted cafe premises arranged over ground and lower ground floors. WC at lower ground floor with basement storage and small external courtyard. Key features include electric awning, spot lighting, wood floors and full height glazing; the property has previously been refurbis",,486,,"Carr & Priddle, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/238k/237377/85688403/237377_3787_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Hairdresser / barber shop for sale,https://www.rightmove.co.uk/properties/126586448#/?channel=COM_BUY,"35 High Street, East Sussex","This is a fantastic opportunity to take on a traditional hair salon in bustling Brighton which was established almost 60 years ago. Since 2017, the salon’s team has been providing exceptional yet affordable hair services to the general public, from a cut and blow-dry to professional colour. ...",25000.0,,,"Intelligent Business Partners Ltd, National",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67275/121545512/67275_67275-INT1850_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Commercial development for sale,https://www.rightmove.co.uk/properties/126586448#/?channel=COM_BUY,"28-29 Richmond Place, Brighton, East Sussex, BN2","Freehold office building with prior approval to convert to residential use
FOR SALE",,,,"Flude Property Consultants, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94339/118592528/94339_4009FH_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
Office for sale,https://www.rightmove.co.uk/properties/123698687#/?channel=COM_BUY,"Ovest House, 58 West Street, Brighton, East Sussex, BN1",Prime Freehold City Centre Office Investment Opportunity with Value Add Potential,,8312,,"Flude Property Consultants, Brighton",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94339/128245343/94339_4221FH_IMG_00_0000_max_476x317.jpeg,nan,sale,"('50.8166812', '-0.1091764')",50.8166812,-0.1091764,31
